Percent unemployed,Vehicles per household,Median income,Houshold Density,Daytime population density,Percent below poverty level,Residential area,Commercial/Industrial area,Other area,Undeveloped area,Developed open area,Developed low intensity,Developed medium intensity,Developed high intensity,Building Count Commercial/Industrial/MU,Building Count Other,Building Count Residential,Median Contract Rent,Median Gross Rent,Ridership
9.7,1.1,24566,1616,6001,33.04,193926.2271,186793.8613,12591.32289,0,138600,953100,711000,204300,6,2,506,513,705,0
9.7,1.1,24566,1616,6001,33.04,193926.2271,186793.8613,12591.32289,0,138600,953100,711000,204300,140,8,102,783,909,0
12.5,1.1,23904,695,3094,33.03,77328.10985,136042.4571,42214.63694,900,214200,563400,650700,579600,139,21,181,414,432,0
9.1,1.1,24745,1618,6275,33.03,199451.9409,202495.9031,12697.31621,0,116100,936900,753300,207000,134,21,166,414,432,0
9.1,1.1,24745,1618,6275,33.03,199451.9409,202495.9031,12697.31621,0,116100,936900,753300,207000,89,22,541,545,731,0
12.5,1.1,23904,695,3094,33.03,77328.10985,136042.4571,42214.63694,900,214200,563400,650700,579600,185,11,126,768,886,0
12.5,1.1,23904,695,3094,33.03,77328.10985,136042.4571,42214.63694,900,214200,563400,650700,579600,79,13,368,534,715,0
6.3,1.2,29540,1349,11722,32.99,79942.08035,400041.7511,32462.74232,12600,31500,286200,693900,990900,185,10,159,760,872,0
1.4,1,22953,455,2147,32.98,39774.29696,178508.3756,2129.628992,65700,158400,605700,623700,558900,72,5,456,578,785,0
10,1.1,24750,1477,5605,32.96,188068.0287,149167.4208,12969.90768,0,160200,906300,726300,211500,111,38,927,565,744,0
8.5,1.2,24924,1641,6323,32.96,205824.0728,166495.3003,12557.77951,0,92700,917100,775800,228600,140,34,338,691,838,0
8.5,1.2,24924,1641,6323,32.96,205824.0728,166495.3003,12557.77951,0,92700,917100,775800,228600,125,69,303,689,835,0
6.6,1.4,25329,1499,3077,32.92,178959.0294,138359.5286,8238.11006,0,183600,918000,665100,239400,134,39,326,691,838,0
8.5,1.2,24924,1657,6356,32.89,206594.5045,160687.9782,12557.77951,1800,87300,918900,770400,236700,127,72,293,684,839,0
9.9,1.1,24724,1489,5581,32.88,188898.7088,147711.2045,12969.90768,0,160200,916200,728100,208800,9,3,387,516,707,0
11.7,1.1,24626,1675,4148,32.86,195650.5124,106695.6758,11052.48492,2700,239400,1014300,622800,128700,82,10,233,602,728,0
6.5,1.4,25344,1517,3101,32.85,181340.2827,136703.8821,8372.599296,0,180900,924300,666000,235800,78,11,256,602,728,0
12.4,1,24630,1581,4051,32.83,193127.8641,105832.5725,11052.48492,7200,250200,1016100,606600,126000,129,72,304,689,838,0
6.5,1.2,28186,1323,11784,32.82,84900.19475,362014.3216,37027.83347,15300,29700,311400,728100,921600,77,13,363,545,720,0
6.5,1.4,25325,1516,3097,32.79,178951.6393,139141.0054,8132.034569,0,182700,925200,664200,243000,120,9,77,794,929,0
15.7,1,23453,605,2661,32.78,76532.29553,113382.4611,58540.68443,36900,251100,582300,597600,540000,187,17,197,525,683,0
6.3,1.4,28313,1102,8241,32.78,89686.44402,312540.1018,29276.37213,1800,53100,382500,752400,815400,141,27,316,695,840,1
15.7,1,23453,605,2661,32.78,76532.29553,113382.4611,58540.68443,36900,251100,582300,597600,540000,77,13,318,562,722,0
15.7,1,23453,605,2661,32.78,76532.29553,113382.4611,58540.68443,36900,251100,582300,597600,540000,143,28,315,696,840,0
14,1,24548,1770,4223,32.77,187956.8741,103981.0579,6024.608387,24300,288900,1025100,555300,112500,182,17,205,528,687,0
6.4,1.1,29148,1236,19327,32.74,60202.55936,481095.6567,47716.68489,20700,13500,186300,712800,1074600,159,34,389,553,586,1
6.3,1.1,29041,1167,20036,32.69,61975.46538,472045.7056,44550.56166,25200,24300,210600,720000,1026900,109,21,75,850,933,0
7.8,1.4,27094,945,2192,32.67,102180.7189,88523.83656,6493.403648,42300,558900,655200,524700,229500,58,7,676,534,698,0
9.4,0,24871,816,1524,32.65,87821.86851,66494.71322,3422.361828,487800,554400,649800,220500,94500,62,4,428,579,785,0
9.4,0,24871,816,1524,32.65,87821.86851,66494.71322,3422.361828,487800,554400,649800,220500,94500,154,26,290,700,844,0
9.4,0,24871,816,1524,32.65,87821.86851,66494.71322,3422.361828,487800,554400,649800,220500,94500,152,19,375,551,587,0
7.6,0,26925,802,2447,32.63,90725.39803,127355.5619,43678.48681,124200,394200,754200,451800,283500,159,32,393,555,588,0
7.6,0,26925,802,2447,32.63,90725.39803,127355.5619,43678.48681,124200,394200,754200,451800,283500,110,20,79,856,935,0
8.1,1.2,25097,1644,6173,32.63,209059.0393,158558.3465,12906.63548,9900,74700,900900,774000,252000,105,48,788,569,745,0
7.5,1.2,25203,1632,6223,32.58,207408.4404,142996.0787,11353.12675,17100,71100,883800,784800,258300,118,17,81,856,935,0
7.5,1.2,25203,1632,6223,32.58,207408.4404,142996.0787,11353.12675,17100,71100,883800,784800,258300,146,16,376,551,587,0
6.2,1.1,30221,1246,19865,32.58,55609.08764,485941.4535,47716.68489,15300,13500,158400,672300,1152000,155,44,259,551,585,0
8.1,1.2,25155,1639,6155,32.57,206048.7665,154496.6827,12906.63548,8100,79200,901800,770400,248400,154,44,265,551,585,0
8.1,1.2,25155,1639,6155,32.57,206048.7665,154496.6827,12906.63548,8100,79200,901800,770400,248400,23,11,66,540,711,0
16.1,1,23478,585,2618,32.55,76257.64153,111294.5815,55747.53025,51300,261900,578700,594000,528300,26,11,73,540,711,0
16.1,1,23478,585,2618,32.55,76257.64153,111294.5815,55747.53025,51300,261900,578700,594000,528300,122,26,1221,546,754,0
16.1,1,23478,585,2618,32.55,76257.64153,111294.5815,55747.53025,51300,261900,578700,594000,528300,155,26,277,701,848,0
14.5,1,24666,1761,4201,32.54,187407.3639,104254.6503,6024.608387,27900,294300,1026900,552600,110700,152,26,285,701,848,0
10.3,1.1,24916,1496,4755,32.53,185979.8942,152453.9099,14584.36425,0,177300,906300,700200,227700,134,39,395,562,593,0
7.4,1.2,25247,1610,5440,32.52,209083.0857,143612.4457,11537.14419,17100,70200,884700,786600,256500,134,39,397,562,593,0
6.2,1.4,27735,924,3094,32.52,72188.88453,212629.6708,28589.31074,0,428400,443700,673200,462600,138,8,418,553,590,0
6.5,1.4,26838,1155,6939,32.52,102697.2659,282862.8088,26622.30439,3600,155700,475200,782100,589500,117,9,72,829,945,0
6.6,1.4,27424,1113,8801,32.52,96629.14853,312839.9327,29276.37213,13500,34200,381600,767700,809100,91,72,521,584,750,0
10.8,1.1,24838,1541,4406,32.51,187156.1832,152059.0949,14584.36425,0,189900,924300,699300,202500,159,31,370,559,593,0
0.7,1.5,37659,284,723,32.47,4308.013203,52622.15036,540.1354966,414900,361800,473400,471600,293400,123,4,346,552,591,0
0.7,1.5,37659,284,723,32.47,6125.266233,54497.87314,540.1354966,504900,373500,464400,417600,246600,96,54,677,574,746,0
0.7,1.5,37659,284,723,32.47,8941.583963,54217.7475,540.1354966,673200,377100,426600,347400,183600,152,28,351,559,593,0
0.7,1.5,37659,284,723,32.47,11123.03407,50283.38814,540.1354966,950400,362700,329400,234000,128700,227,19,172,730,800,0
0.7,1.5,37659,284,723,32.47,11123.03407,49570.40716,540.1354966,966600,360000,324900,229500,127800,116,6,338,555,592,0
0.7,1.5,37659,284,723,32.47,10892.62397,54994.49225,540.1354966,716400,383400,407700,327600,171000,116,6,334,555,592,0
0.7,1.5,37659,284,723,32.47,6340.257344,54539.4601,540.1354966,508500,374400,468000,414900,245700,174,14,120,545,798,0
0.7,1.5,37659,284,723,32.47,4694.236641,53878.83273,540.1354966,421200,365400,473400,460800,286200,26,11,335,540,739,0
0.7,1.5,37659,284,779,32.47,10472.44561,51498.60935,1632.470424,324900,413100,500400,437400,338400,83,19,50,880,941,0
0.7,1.5,37659,284,779,32.47,10472.44561,51498.60935,1632.470424,324900,413100,500400,437400,338400,86,18,54,893,943,0
6.3,1.4,27592,959,3482,32.43,74718.4668,208127.0868,28802.18979,0,414000,448200,684000,468900,230,19,178,732,804,0
10.1,1.1,25077,1527,4809,32.41,186333.9857,152987.7378,15017.44372,0,171000,904500,702000,234900,14,1,587,515,702,0
10.1,1.1,25077,1527,6272,32.41,186927.3179,151776.9083,14584.36425,0,166500,904500,705600,229500,159,30,395,562,597,0
10.1,1.1,25077,1527,6272,32.41,186927.3179,151776.9083,14584.36425,0,166500,902700,706500,229500,155,28,373,562,597,0
6.4,1.2,28920,1248,14868,32.39,72051.2506,398799.7756,37132.09357,18000,18000,239400,732600,997200,139,47,254,539,584,0
6.6,1.4,27481,1118,8175,32.38,93461.32923,343545.2155,32333.90694,22500,35100,379800,796500,774900,75,5,168,557,595,0
6,1.1,30383,1210,21067,32.37,54637.18317,483380.7118,56134.54115,12600,13500,143100,663300,1181700,75,5,177,557,595,0
10.1,1.1,25115,1543,4824,32.36,186480.1644,151830.1039,15017.44372,0,166500,893700,702000,244800,70,11,738,536,707,0
10.1,1.1,25115,1543,4824,32.36,186480.1644,151830.1039,15017.44372,0,166500,893700,702000,244800,69,11,732,536,707,0
10.5,1.1,25103,1427,4132,32.35,180678.4865,145518.2052,18834.72559,0,169200,866700,703800,276300,125,29,1166,552,762,0
10.5,1.1,25103,1427,4132,32.35,180678.4865,145518.2052,18834.72559,0,169200,866700,703800,276300,28,11,406,614,783,0
7.9,1.6,28936,975,2344,32.33,112394.6095,118702.6023,44237.10799,88200,260100,834300,385200,252000,28,11,405,614,783,0
10.4,1.1,25123,1429,4358,32.32,176142.5472,156172.9068,20156.76944,0,170100,848700,709200,282600,90,64,555,578,750,0
10.4,1.1,25123,1429,4358,32.32,176142.5472,156172.9068,20156.76944,0,170100,848700,709200,282600,174,14,130,549,798,0
6.6,1.3,25460,1571,5132,32.32,208149.9194,145590.9443,11537.14419,17100,63900,859500,810900,261000,71,10,261,607,730,0
10.4,1.1,25123,1429,4358,32.32,176142.5472,156172.9068,20156.76944,0,170100,848700,709200,282600,76,12,306,588,726,0
11.3,1.1,24869,1595,4058,32.31,195020.5527,131250.0907,13383.40465,900,221400,997200,647100,136800,148,21,388,568,617,0
8.4,1.6,28360,836,2226,32.29,99465.44167,134020.0582,76215.51686,72000,198000,796500,505800,324900,139,35,458,577,625,0
5.8,1.1,30854,1272,21844,32.26,53560.3673,488427.0953,43808.6143,7200,16200,144000,619200,1221300,136,29,1141,557,765,0
5.8,1.1,30854,1272,21844,32.26,53560.3673,488427.0953,43808.6143,7200,16200,144000,619200,1221300,77,11,649,539,708,0
5.8,1.1,30854,1272,21844,32.26,53560.3673,488427.0953,43808.6143,7200,16200,144000,619200,1221300,133,33,382,582,646,0
5.8,1.1,30854,1272,21844,32.26,53560.3673,488427.0953,43808.6143,7200,16200,144000,619200,1221300,133,33,360,585,650,0
5.8,1.1,30854,1272,21844,32.26,53560.3673,488427.0953,43808.6143,7200,16200,144000,619200,1221300,72,5,121,559,599,0
5.8,1.1,30854,1272,21844,32.26,53560.3673,488427.0953,43808.6143,7200,16200,144000,619200,1221300,161,29,433,573,642,0
5.8,1.1,30854,1272,21844,32.26,53560.3673,488427.0953,43808.6143,7200,16200,144000,619200,1221300,162,29,440,573,642,0
6.5,1.4,27199,1090,7129,32.24,98284.14604,297143.7826,25436.71751,12600,69300,431100,791100,702900,196,17,653,547,716,1
6.1,1.1,29959,1264,21990,32.22,50689.74569,486829.0421,53345.71452,9900,17100,139500,639000,1200600,201,17,619,549,720,0
7.6,1.4,27440,1008,2350,32.16,103788.3111,124098.8635,9387.786093,42300,531000,667800,538200,234000,151,28,1104,563,770,0
8.3,1.6,28432,830,2225,32.13,95461.22962,127438.7391,76215.51686,69300,191700,774900,501300,317700,194,18,279,556,780,0
6.5,1.2,29062,1257,16615,32.12,73224.4675,406686.2623,40248.06925,28800,27900,254700,727200,973800,14,8,408,517,690,0
7.9,1.6,28935,981,2351,32.12,111114.2796,118576.1143,44237.10799,87300,261000,823500,383400,249300,30,11,344,531,721,0
7.1,1.3,25493,1662,5640,32.1,208624.1667,145478.6889,11537.14419,17100,68400,866700,800100,261000,183,18,191,558,794,0
7.1,1.3,25493,1662,5640,32.1,208624.1667,145478.6889,11537.14419,17100,68400,866700,800100,261000,193,15,420,555,767,0
6.3,1.4,29140,895,3423,32.1,85185.3419,216890.7191,26895.60705,0,326700,456300,724500,504900,191,17,205,558,794,0
14.9,1,24952,1753,4072,32.07,192470.2472,97627.92946,5562.844165,37800,306900,1062000,510300,91800,77,10,630,540,710,0
9.6,0,25598,876,1628,32.07,86215.19844,69778.97163,3228.678705,482400,555300,637200,232200,99000,199,18,297,559,780,0
9.6,0,25598,876,1628,32.07,86215.19844,69778.97163,3228.678705,482400,555300,637200,232200,99000,191,15,401,556,766,0
0.9,1.5,37484,232,661,32.05,9136.378498,28401.45857,3804.152118,825300,407700,278100,239400,254700,80,9,638,540,712,0
6.2,1.1,29969,1293,27019,31.98,53700.05511,477477.8535,53516.47137,17100,16200,161100,666900,1152000,81,9,620,540,710,0
6.5,1.4,27228,1183,4366,31.97,103459.1443,225106.7435,26278.67944,0,234000,495900,775800,500400,193,18,251,560,790,0
7.5,1.4,27660,966,2233,31.91,103553.6259,124542.0631,9387.786093,41400,555300,657900,531000,231300,64,8,732,525,722,0
7.3,1.4,27708,942,2257,31.91,104367.426,120204.9811,8327.050803,36000,543600,651600,546300,231300,148,12,202,728,876,0
6.1,1.1,30108,1278,26713,31.9,50605.8924,473078.8454,43808.6143,13500,18900,170100,639900,1164600,139,36,469,589,672,0
6.1,1.1,30108,1278,26713,31.9,50605.8924,473078.8454,43808.6143,13500,18900,170100,639900,1164600,139,19,479,584,671,0
6.1,1.1,30108,1278,26713,31.9,50605.8924,473078.8454,43808.6143,13500,18900,170100,639900,1164600,196,19,351,561,773,0
6.1,1.1,30108,1278,26713,31.9,50605.8924,473078.8454,43808.6143,13500,18900,170100,639900,1164600,122,8,106,787,931,0
6.1,1.1,30108,1278,26713,31.9,50605.8924,473078.8454,43808.6143,13500,18900,170100,639900,1164600,155,27,1021,567,775,0
6.2,1.1,30108,1278,26972,31.9,50757.36971,478606.9546,43808.6143,14400,18900,167400,645300,1161900,161,18,206,523,650,0
6.1,1.1,30108,1278,26713,31.9,50605.8924,473078.8454,43808.6143,13500,18900,170100,639900,1164600,66,7,731,528,722,0
6.1,1.1,30108,1278,26713,31.9,50605.8924,473078.8454,43808.6143,13500,18900,170100,639900,1164600,185,17,519,561,750,0
7.5,0,27034,753,2359,31.89,92996.18268,128256.8384,43551.31546,105300,385200,779400,463500,280800,127,7,484,593,680,0
6.3,1.4,29186,1122,6848,31.89,97053.2483,289257.0149,25573.75177,0,127800,432000,769500,681300,35,11,74,529,717,0
6.4,1.3,25734,1559,5141,31.87,215343.3789,169217.7741,10505.68153,17100,69300,860400,797400,261900,12,1,319,776,874,0
8.8,0,27533,753,1499,31.87,77561.91077,84671.99035,33372.36158,481500,559800,597600,251100,119700,12,1,320,776,874,0
8.8,0,27533,753,1499,31.87,77561.91077,84671.99035,33372.36158,481500,559800,597600,251100,119700,10,6,339,536,732,0
17,1,23659,731,2354,31.85,77728.6921,99641.13813,64812.70891,79200,294300,573300,569700,487800,145,13,300,445,606,0
17,1,23659,731,2354,31.85,77728.6921,99641.13813,64812.70891,79200,294300,573300,569700,487800,34,10,82,529,719,0
17,1,23659,731,2354,31.85,77728.6921,99641.13813,64812.70891,79200,294300,573300,569700,487800,159,23,409,743,788,0
8.8,0,27631,732,1464,31.84,77444.35883,79555.08298,33372.36158,489600,562500,599400,244800,118800,162,18,199,540,684,0
8.8,0,27631,732,1464,31.84,77444.35883,79555.08298,33372.36158,489600,562500,599400,244800,118800,152,28,895,576,780,0
8.8,0,27631,732,1464,31.84,77444.35883,79555.08298,33372.36158,489600,562500,599400,244800,118800,14,8,406,528,699,0
6.4,1.3,25751,1649,5209,31.83,208814.6088,169008.4689,11537.14419,17100,51300,847800,817200,271800,39,6,254,528,726,0
8.1,1.6,28881,916,2339,31.8,96542.22947,114958.472,76215.51686,54900,207000,765000,441000,298800,36,7,201,528,726,0
6.4,1.3,25860,1660,5224,31.78,208319.2463,162144.0899,11537.14419,17100,54000,857700,814500,272700,149,12,198,748,887,0
6.4,1.3,25860,1660,5224,31.78,208319.2463,162144.0899,11537.14419,17100,54000,857700,814500,272700,155,23,392,743,794,0
6.2,1.3,25795,1652,5212,31.77,211024.8859,169580.8008,11537.14419,17100,50400,856800,813600,276300,78,4,113,574,664,0
6.5,1.4,27338,1157,6809,31.75,103141.2707,273908.4294,26756.32996,18000,59400,458100,815400,655200,52,9,262,520,675,0
6.3,1.3,25769,1661,5220,31.75,209297.2218,161933.1765,11537.14419,17100,54900,855900,816300,272700,54,9,264,520,675,0
6.3,1.3,25769,1661,5220,31.75,209297.2218,161933.1765,11537.14419,17100,54900,855900,816300,272700,158,14,135,583,831,0
1.1,1.5,37648,94,1645,31.75,2516.748541,50733.40954,1390.692495,290700,342000,497700,537300,335700,144,11,188,758,893,0
6.3,1.3,25742,1665,5206,31.74,209876.1048,168475.0508,11537.14419,17100,51300,851400,817200,270900,140,11,187,758,893,0
6.4,1.3,25872,1676,5243,31.69,211728.7768,169610.2971,11537.14419,17100,51300,858600,815400,274500,135,11,169,763,900,0
6.7,1.4,28281,1222,11236,31.67,92732.33324,330830.2884,33961.01915,25200,54900,375300,765900,784800,12,1,305,788,893,0
12.7,1,26049,1432,7366,31.64,109971.7345,125240.9262,2705.129508,452700,537300,607500,318600,98100,111,4,603,770,908,0
5.9,1.4,25888,1587,5154,31.64,217604.6698,167800.2158,15236.98215,17100,50400,856800,810900,279000,93,4,591,770,908,0
6.4,1.4,27617,1094,3846,31.6,90136.89078,218322.5925,27040.5273,0,315000,501300,734400,459000,100,4,592,770,908,0
6.5,1.4,27301,1210,6612,31.58,104900.7573,253657.6669,25790.1279,14400,121500,492300,804600,580500,107,4,606,770,908,0
6.7,1.4,27519,1174,22353,31.58,105819.7258,326856.6628,22603.64674,25200,95400,519300,859500,505800,119,4,621,772,921,0
6.6,1.4,27519,1174,22163,31.58,103928.4141,328155.0171,22772.46515,25200,81900,499500,831600,572400,180,13,374,603,708,0
6.6,1.4,27467,1186,7831,31.57,105498.3378,359489.0267,22677.57994,25200,81000,481500,827100,594900,107,3,457,777,871,0
6.5,1.4,27435,1197,5436,31.57,105939.7424,240191.7657,26401.22242,8100,189900,512100,806400,496800,110,3,467,777,871,0
6.6,1.4,27467,1186,7831,31.57,105498.3378,359489.0267,22677.57994,25200,81000,481500,827100,594900,78,4,115,577,688,0
6.6,1.4,27519,1175,22241,31.54,103928.4141,326592.3869,22772.46515,25200,81900,498600,830700,576000,107,6,433,785,890,0
12.6,1,25983,1482,7443,31.54,109644.1577,132942.2153,2535.227333,438300,515700,623700,333900,104400,16,0,374,812,935,0
12.6,1,25983,1482,7443,31.54,108879.5545,133020.8388,2705.129508,441000,517500,625500,330300,102600,16,1,349,812,935,0
12.6,1,25983,1482,7443,31.54,109644.1577,132942.2153,2535.227333,438300,515700,623700,333900,104400,116,5,627,778,938,0
5.8,1.4,25806,1555,3273,31.53,185354.8357,142799.6865,11361.64817,3600,127800,941400,686700,249300,114,5,645,778,938,0
6.7,1.3,25885,1423,4828,31.52,215814.5786,158644.2567,3281.220942,15300,102600,855900,772200,265500,176,12,381,614,716,0
6.5,1.3,26071,1654,6056,31.51,208756.6038,151001.3082,15266.0445,17100,54000,834300,818100,293400,137,25,359,555,642,0
6.2,1.4,29631,1056,4488,31.5,97589.6505,260713.3732,26522.06239,0,225900,447300,755100,577800,33,2,582,521,703,0
5.9,1.4,25977,1638,5218,31.47,215345.3421,160859.5891,13931.41809,17100,50400,855000,810000,279000,153,24,667,592,792,0
5.9,1.4,25977,1638,5218,31.47,215345.3421,160859.5891,13931.41809,17100,50400,855000,810000,279000,36,6,702,530,733,0
6.5,1.4,27824,1060,3786,31.4,103267.562,227919.5197,24965.4326,0,254700,512100,783000,459900,34,5,695,530,733,0
18.3,0,20475,961,1947,31.39,93312.70621,52541.71783,60512.21976,45000,318600,850500,411300,384300,144,24,641,594,794,0
18.2,0,20531,963,1949,31.39,93695.87519,52541.71783,60512.21976,45000,320400,852300,411300,378900,52,9,676,544,752,0
5.9,1,30750,1098,21258,31.38,51190.31936,490740.7246,43808.6143,7200,16200,153900,628200,1207800,52,8,686,546,753,0
7.7,1.6,29004,938,2464,31.33,103322.4604,107726.2162,43990.87761,81900,239400,756900,355500,250200,38,8,719,530,734,0
6.6,1.4,27777,1070,21058,31.32,89464.79041,257197.338,26516.31133,12600,164700,521100,810000,504000,31,2,521,536,743,0
5.8,0,28458,1360,18779,31.3,76150.67786,446837.3467,45271.20195,7200,11700,190800,593100,1210500,58,7,209,515,634,0
5.8,0,28458,1360,18779,31.3,76150.67786,446837.3467,45271.20195,7200,11700,190800,593100,1210500,58,7,203,515,634,0
5.8,0,28458,1360,18779,31.3,76150.67786,446837.3467,45271.20195,7200,11700,190800,593100,1210500,229,18,203,901,960,0
5.8,0,28458,1360,18779,31.3,76150.67786,446837.3467,45271.20195,7200,11700,190800,593100,1210500,230,18,201,901,960,0
5.8,0,28458,1360,18779,31.3,76150.67786,446837.3467,45271.20195,7200,11700,190800,593100,1210500,38,8,732,531,740,0
5.8,0,28458,1360,18779,31.3,76150.67786,446837.3467,45271.20195,7200,11700,190800,593100,1210500,158,23,577,599,795,0
7.8,1.3,27635,853,1508,31.29,105702.0747,83666.51313,14802.99817,412200,573300,649800,275400,97200,227,19,216,904,962,0
7.8,1.3,27635,853,1508,31.29,105702.0747,83666.51313,14802.99817,412200,573300,649800,275400,97200,53,3,851,533,671,0
7.8,1.3,27635,853,1508,31.29,105702.0747,83666.51313,14802.99817,412200,573300,649800,275400,97200,105,23,350,550,675,0
7.1,1.3,25841,1171,4949,31.28,203115.1945,139673.8779,3340.366121,15300,271800,841500,667800,218700,47,3,850,532,671,0
